GEMEENTENAAM VESTIGING;ADRES PLAATS;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;TITELGEMEENTEN;ADRES-naam;ADRES;ADRES_STRAAT;ADRES-NR;ADRES_PC;ADRES PLAATS;DENOMINATIE
VLAARDINGEN;VLAARDINGEN;17WQ05;Lentiz - Geuzencollege;VLAARDINGEN;Lentiz locatie Geuzencollege;Geuzenplein 1, 3132 AB VLAARDINGEN;Geuzenplein;1;3132 AB;VLAARDINGEN;Interconfessioneel
VLAARDINGEN;VLAARDINGEN;20CJ00;Het College Vos;VLAARDINGEN;Het College Vos;Koninginnelaan 771, 3136 EZ VLAARDINGEN;Koninginnelaan;771;3136 EZ;VLAARDINGEN;Openbaar
VLAARDINGEN;VLAARDINGEN;20CJ04;Het College Vos ;VLAARDINGEN;Vlaardingse Openbare Scholengemeenschap voor LYC HAVO MAVO VBO LWOO;Claudius Civilislaan 41, 3132 JA VLAARDINGEN;Claudius Civilislaan;41;3132 JA;VLAARDINGEN;Openbaar
VLAARDINGEN;VLAARDINGEN;20CJ11;De Mavo Vos;VLAARDINGEN;Het College Vos;Korhoenlaan 4, 3136 ST VLAARDINGEN;Korhoenlaan;4;3136 ST;VLAARDINGEN;Openbaar
VLISSINGEN;VLISSINGEN;03XS03;CSW Walcheren;VLISSINGEN;Christelijke Scholengemeenschap Walcheren voor Lyceum Havo Mavo Vbo Lwoo;Bossenburghpad 10, 4385 CJ VLISSINGEN;Bossenburghpad;10;4385 CJ;VLISSINGEN;Protestants-Christelijk
VLISSINGEN;VLISSINGEN;16YC00;Scheldemond College;VLISSINGEN;Scheldemond College;Weyevlietplein 7-13, 4385 CH VLISSINGEN;Weyevlietplein;7-13;4385 CH;VLISSINGEN;Openbaar
VOORST;TWELLO;01IC05;AOC Oost Twello;VOORST;AOC Oost;Meester Zwiersweg 4, 7391 HD TWELLO;Meester Zwiersweg;4;7391 HD;TWELLO;Algemeen bijzonder
VOORST;TWELLO;02RA03;Veluws College Twello;VOORST;Katholieke SGM Veluws College voor Gymn Ath Havo Mavo en Vmbo oec vst Twello;Hietweideweg 20, 7391 XX TWELLO;Hietweideweg;20;7391 XX;TWELLO;Rooms-Katholiek
VUGHT;VUGHT;02QT00;Maurick College;VUGHT;Maurick College Scholengemeenschap voor vmbo, havo, atheneum en gymnasium;Titus Brandsmalaan 1, 5262 BS VUGHT;Titus Brandsmalaan;1;5262 BS;VUGHT;Rooms-Katholiek
WAALWIJK;WAALWIJK;01GH00;Willem v Oranje College;WAALWIJK;W v Oranje Coll Chr SGM v Ath Havo Mavo Vbo Lwoo;De Gaard 4, 5146 AW WAALWIJK;De Gaard;4;5146 AW;WAALWIJK;Protestants-Christelijk
WAALWIJK;WAALWIJK;01GH03;Willem v Oranje College Nevenlocatie;WAALWIJK;W v Oranje Coll Chr SGM v Ath Havo Mavo Vbo Lwoo;Burg van Casterenstraat 41, 5146 GA WAALWIJK;Burg van Casterenstraat;41;5146 GA;WAALWIJK;Protestants-Christelijk
WAALWIJK;WAALWIJK;05AX00;SGM De Overlaat;WAALWIJK;Scholengemeenschap De Overlaat Mavo Vbo Lwoo;Eikendonklaan 3, 5143 NG WAALWIJK;Eikendonklaan;3;5143 NG;WAALWIJK;Samenwerking PC, RK, Alg. Bijz
WAALWIJK;WAALWIJK;16VK00;Dr. Mollercollege;WAALWIJK;OMO Scholengroep De Langstraat;Olympiaweg 8-B, 5143 NA WAALWIJK;Olympiaweg;8-B;5143 NA;WAALWIJK;Rooms-Katholiek
WAALWIJK;WAALWIJK;16VK02;Walewyc-mavo;WAALWIJK;OMO Scholengroep De Langstraat;Olympiaweg 8-A, 5143 NA WAALWIJK;Olympiaweg;8-A;5143 NA;WAALWIJK;Rooms-Katholiek
WADDINXVEEN;WADDINXVEEN;00BD00;Coenecoop College;WADDINXVEEN;Coenecoop College voor Atheneum Havo Mavo Voorbereidend Beroeps Onderwijs;Oude Dreef 6, 2741 ST WADDINXVEEN;Oude Dreef;6;2741 ST;WADDINXVEEN;Openbaar
WAGENINGEN;WAGENINGEN;16YV00;Pantarijn SGM;WAGENINGEN;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;Hollandseweg 11, 6706 KN WAGENINGEN;Hollandseweg;11;6706 KN;WAGENINGEN;Openbaar
WAGENINGEN;WAGENINGEN;16YV01;Pantarijn vmbo;WAGENINGEN;Regionale Scholengemeenschap Pantarijn voor Lyc Havo Mavo Vbo Pro Lwoo;Hollandseweg 9, 6706 KN WAGENINGEN;Hollandseweg;9;6706 KN;WAGENINGEN;Openbaar
WASSENAAR;WASSENAAR;02GP00;Het Rijnlands Lyceum;WASSENAAR;Het Rijnlands Lyceum Scholengemeenschap voor Havo VWO;Backershagenlaan 5, 2243 AB WASSENAAR;Backershagenlaan;5;2243 AB;WASSENAAR;Algemeen bijzonder
WASSENAAR;WASSENAAR;14WE00;S. Adelbert College;WASSENAAR;S. Adelbert College voor Lyceum Havo en Mavo;Deijlerweg 163, 2241 AE WASSENAAR;Deijlerweg;163;2241 AE;WASSENAAR;Rooms-Katholiek
WERKENDAM;SLEEUWIJK;00YH01;Schans;WERKENDAM;Protestants Christelijke Scholengemeenschap Oude Hoven voor Lyceum Havo Mavo Vbo;Munnikenland 27, 4254 EA SLEEUWIJK;Munnikenland;27;4254 EA;SLEEUWIJK;Protestants-Christelijk
WERKENDAM;SLEEUWIJK;02XS00;Altena College;WERKENDAM;Altena College Christelijke Scholengemeenschap voor Atheneum Havo en Mavo;Rijksstraatweg 153, 4254 XD SLEEUWIJK;Rijksstraatweg;153;4254 XD;SLEEUWIJK;Protestants-Christelijk
WESTLAND;NAALDWIJK;14YD03;Floracollege;WESTLAND;Lentiz locatie Floracollege;Burgemeester Elsenweg 8, 2671 DC NAALDWIJK;Burgemeester Elsenweg;8;2671 DC;NAALDWIJK;Algemeen bijzonder
WESTLAND;NAALDWIJK;14YD09;Lentiz Dalton mavo;WESTLAND;Lentiz locatie Dalton Mavo;Professor Holwerdalaan 60, 2672 LD NAALDWIJK;Professor Holwerdalaan;60;2672 LD;NAALDWIJK;Algemeen bijzonder
WESTLAND;NAALDWIJK;21HC00;ISW Hoogeland Naaldwijk;WESTLAND;Interconfessionele Scholengroep Westland voor Lyceum Havo Mavo Vbo Lwoo;Professor Holwerdalaan 54, 2672 LD NAALDWIJK;Professor Holwerdalaan;54;2672 LD;NAALDWIJK;Samenwerking PC, RK
WESTLAND;NAALDWIJK;21HC01;ISW Hoge Woerd Naaldwijk;WESTLAND;Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo;Hoge Woerd 2, 2671 DG NAALDWIJK;Hoge Woerd;2;2671 DG;NAALDWIJK;Samenwerking PC, RK
WESTLAND;'S-GRAVENZANDE;21HC03;ISW Gasthuislaan 's Gravenzande;WESTLAND;Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo;Gasthuislaan 145, 2694 BE 'S-GRAVENZANDE;Gasthuislaan;145;2694 BE;'S-GRAVENZANDE;Samenwerking PC, RK
WESTLAND;POELDIJK;21HC04;ISW Irenestraat Poeldijk;WESTLAND;Interconfessionele Scholengroep Westland voor Lyc Havo Mavo Vbo Lwoo;Irenestraat 35, 2685 CA POELDIJK;Irenestraat;35;2685 CA;POELDIJK;Samenwerking PC, RK
WESTLAND;'S-GRAVENZANDE;21HC12;ISW Sweelincklaan 's-Gravenzande;WESTLAND;Interconfessionele Scholengroep Westland voor Lyceum Havo Mavo Vbo Lwoo;Sweelincklaan 1, 2692 BA 'S-GRAVENZANDE;Sweelincklaan;1;2692 BA;'S-GRAVENZANDE;Samenwerking PC, RK
WIERDEN;WIERDEN;29WG00;De Passie;WIERDEN;de Passie, Evangelische school voor Vmbo-tl, Havo, Vwo;Akkerwal 2, 7642 NV WIERDEN;Akkerwal;2;7642 NV;WIERDEN;Evangelisch
WIJCHEN;WIJCHEN;00OB00;Maaswaal College;WIJCHEN;Maaswaal College voor Gymnasium Atheneum Havo Vmbo Lwoo;Veenseweg 18, 6603 AN WIJCHEN;Veenseweg;18;6603 AN;WIJCHEN;Samenwerking PC, RK
WIJK BIJ DUURSTEDE;WIJK BIJ DUURSTEDE;02VR05;Revius Lyceum Doorn;WIJK BIJ DUURSTEDE;Christelijk Voortgezet Onderwijs Groep Zuidoost Utrecht Lyceum Havo Mavo Vbo;Remus 4, 3962 KT WIJK BIJ DUURSTEDE;Remus;4;3962 KT;WIJK BIJ DUURSTEDE;Protestants-Christelijk
WINTERSWIJK;WINTERSWIJK;00LJ02;Chr Coll Schaersvoorde;WINTERSWIJK;Christelijk College Schaersvoorde voor Atheneum Havo Mavo Vbo Lwoo;Pronsweg 3, 7101 CE WINTERSWIJK;Pronsweg;3;7101 CE;WINTERSWIJK;Protestants-Christelijk
WINTERSWIJK;WINTERSWIJK;17AA00;Gerrit Komrij College;WINTERSWIJK;Gerrit Komrij College Gemeentelijke Scholengemeenschap voor Vwo Havo Vmbo;Parallelweg 7, 7102 DE WINTERSWIJK;Parallelweg;7;7102 DE;WINTERSWIJK;Openbaar
WOENSDRECHT;OSSENDRECHT;02FY01;Mollerlyceum;WOENSDRECHT;"OMO Scholengroep Bergen op Zoom e.o.; ZuidWestHoek College";O Lieve V ter Duinenln 201, 4641 RM OSSENDRECHT;O Lieve V ter Duinenln;201;4641 RM;OSSENDRECHT;Rooms-Katholiek
WOERDEN;WOERDEN;04IX00;Kalsbeek College, loc. Schilderspark;WOERDEN;Kalsbeek College Christelijke Scholengemeenschap voor Vmbo, Havo, Ath. en Gymn.;Jozef Israelslaan 56, 3443 CT WOERDEN;Jozef Israelslaan;56;3443 CT;WOERDEN;Protestants-Christelijk
WOERDEN;WOERDEN;04IX01;Kalsbeek College, loc. Bredius;WOERDEN;;Burg. H.G. van Kempensingel 23, 3443 AM WOERDEN;Burg. H.G. van Kempensingel;23;3443 AM;WOERDEN;Protestants-Christelijk
WOERDEN;WOERDEN;17AN00;Minkema College, loc. Mink;WOERDEN;Minkema College voor Lwoo Vmbo Havo Atheneum Gymnasium;Minkemalaan 1, 3446 GL WOERDEN;Minkemalaan;1;3446 GL;WOERDEN;Openbaar
WOERDEN;WOERDEN;17AN01;Minkema College, loc. Stein;WOERDEN;;Steinhagenseweg 3a, 3446 GP WOERDEN;Steinhagenseweg;3a;3446 GP;WOERDEN;Openbaar
WOUDRICHEM;ANDEL;21CY05;loc, Prinsentuin Andel vmbo;WOUDRICHEM;AOC West Brabant, vestiging Prinsentuin Andel vmbo;Buitenlaan 2, 4281 NX ANDEL;Buitenlaan;2;4281 NX;ANDEL;Samenwerking PC, RK, Alg. Bijz
ZALTBOMMEL;ZALTBOMMEL;17AY00;Cambium Buys Ballot;ZALTBOMMEL;Cambium College voor Atheneum Havo Mavo Vbo Lwoo;Courtine 2, 5301 DH ZALTBOMMEL;Courtine;2;5301 DH;ZALTBOMMEL;Openbaar
ZALTBOMMEL;ZALTBOMMEL;17AY04;Cambium De Waard;ZALTBOMMEL;Scholengroep Cambium Gem Ath Havo Mavo Vbo Lwoo;Oude Bosscheweg 2, 5301 LA ZALTBOMMEL;Oude Bosscheweg;2;5301 LA;ZALTBOMMEL;Openbaar
ZEEWOLDE;ZEEWOLDE;17CK01;Reg Sgm 't Slingerbos;ZEEWOLDE;Regionale Scholengemeenschap 't Slingerbos voor Ath Havo Mavo;Horsterweg 192, 3891 EV ZEEWOLDE;Horsterweg;192;3891 EV;ZEEWOLDE;Openbaar
ZEIST;ZEIST;00CB01;Stichtse Vrije Schoo;ZEIST;Scholengemeenschap voor Voortgezet Vrije Schoolonderwijs;Socrateslaan 24, 3707 GL ZEIST;Socrateslaan;24;3707 GL;ZEIST;Antroposofisch
ZEIST;ZEIST;00MK00;KSG De Breul ;ZEIST;Katholiek Scholengemeenschap De Breul voor Gymnasium Atheneum Havo en Mavo;Arnhemse Bovenweg 98, 3708 AG ZEIST;Arnhemse Bovenweg;98;3708 AG;ZEIST;Rooms-Katholiek
ZEIST;ZEIST;02TH00;Herman Jordanlyceum;ZEIST;Herman Jordanlyceum voor Gymnasium Atheneum en Havo Top;Jordanlaan 3, 3706 TE ZEIST;Jordanlaan;3;3706 TE;ZEIST;Algemeen bijzonder
ZEIST;ZEIST;02VR00;Christelijk Lyceum Zeist;ZEIST;Stichting voor Christelijk Voortgezet Onderwijs voor Zuidoost-Utrecht;Lindenlaan 23, 3707 EP ZEIST;Lindenlaan;23;3707 EP;ZEIST;Protestants-Christelijk
ZEIST;ZEIST;02VR02;Christelijk college zeist;ZEIST;Christelijk Voortgezet Onderwijs Groep Zuidoost Utrecht Lyceum Havo Mavo Vbo;Graaf Adolflaan 4, 3708 XB ZEIST;Graaf Adolflaan;4;3708 XB;ZEIST;Protestants-Christelijk
ZEIST;ZEIST;17BI00;OSG Schoonoord;ZEIST;Openbare Scholengroep Schoonoord;Blikkenburgerlaan 2, 3703 CV ZEIST;Blikkenburgerlaan;2;3703 CV;ZEIST;Openbaar
ZEVENAAR;ZEVENAAR;16SK00;Liemers College;ZEVENAAR;Liemers College SGM voor LYC HAVO MAVO VBO LWOO;Heerenmaten 6, 6904 GZ ZEVENAAR;Heerenmaten;6;6904 GZ;ZEVENAAR;Samenwerking PC, RK
ZOETERMEER;ZOETERMEER;00PJ00;Erasmuscollege;ZOETERMEER;Erasmuscollege voor Vwo Havo en Mavo;van Doornenplantsoen 31, 2722 ZA ZOETERMEER;van Doornenplantsoen;31;2722 ZA;ZOETERMEER;Algemeen bijzonder
ZOETERMEER;ZOETERMEER;01MB00;RK Alfrink College SGM;ZOETERMEER;Rooms Katholiek Alfrink College Scholengemeenschap voor Atheneum en Havo;Werflaan 45, 2725 DE ZOETERMEER;Werflaan;45;2725 DE;ZOETERMEER;Rooms-Katholiek
ZOETERMEER;ZOETERMEER;20BC00;Oranje Nassau College;ZOETERMEER;Oranje Nassau College Scholengemeenschap Ath Havo Mavo Vbo Lwoo;Parkdreef 282, 2724 EZ ZOETERMEER;Parkdreef;282;2724 EZ;ZOETERMEER;Protestants-Christelijk
ZOETERMEER;ZOETERMEER;20BC01;Oranje Nassau College Clauslaan;ZOETERMEER;Oranje Nassau College Scholengemeenschap Ath Havo Mavo Vbo Lwoo;Clauslaan 4, 2713 VN ZOETERMEER;Clauslaan;4;2713 VN;ZOETERMEER;Protestants-Christelijk
ZOETERMEER;ZOETERMEER;25GA00;SCZ - Picasso Lyceum;ZOETERMEER;Scholen Combinatie Zoetermeer - Picasso Lyceum;Paletsingel 38-C, 2718 NT ZOETERMEER;Paletsingel;38-C;2718 NT;ZOETERMEER;Openbaar
ZOETERMEER;ZOETERMEER;25GA01;Stedelijk College Zoetermeer;ZOETERMEER;Scholen Combinatie Zoetermeer Stedelijk College;van Doornenplantsoen 1, 2722 ZA ZOETERMEER;van Doornenplantsoen;1;2722 ZA;ZOETERMEER;Openbaar
ZUIDPLAS;NIEUWERKERK AD IJSSEL;15HX03;Thorbecke VO;ZUIDPLAS;Thorbecke Voortgezet Onderwijs voor Atheneum Havo Mavo Vbo Lwoo;Kamerlingh Onnesstraat 4, 2912 BE NIEUWERKERK AD IJSSEL;Kamerlingh Onnesstraat;4;2912 BE;NIEUWERKERK AD IJSSEL;Openbaar
ZUIDPLAS;NIEUWERKERK AD IJSSEL;19GY06;Comenius College Nieuwerkerk;ZUIDPLAS;Comenius College Chr. SGM voor vwo havo vmbo lwoo, loc. Nieuwerkerk;Fresiaveld 20, 2914 PN NIEUWERKERK AD IJSSEL;Fresiaveld;20;2914 PN;NIEUWERKERK AD IJSSEL;Protestants-Christelijk
ZUNDERT;ZUNDERT;25GC03;Mencia Sandrode ;ZUNDERT;Scholengemeenschap Breda voor Katholiek Lyceum Havo Mavo Vbo Lwoo;Akkermolenweg 2-D, 4881 BL ZUNDERT;Akkermolenweg;2-D;4881 BL;ZUNDERT;Rooms-Katholiek
ZUTPHEN;ZUTPHEN;02VS00;Baudartius College;ZUTPHEN;Baudartius College Chr SGM voor Mavo- Havo- Atheneum- Gymnasium;Isendoornstraat 1, 7201 NJ ZUTPHEN;Isendoornstraat;1;7201 NJ;ZUTPHEN;Protestants-Christelijk
ZUTPHEN;WARNSVELD;08LP00;Isendoorn College;ZUTPHEN;Isendoorn College voor Mavo Havo en Atheneum;Lage Weide 1, 7231 NN WARNSVELD;Lage Weide;1;7231 NN;WARNSVELD;Rooms-Katholiek
ZUTPHEN;ZUTPHEN;16NK00;Vrije School Zutphen;ZUTPHEN;Vrije school Zutphen-Groningen;Weerdslag 14-A, 7206 BR ZUTPHEN;Weerdslag;14-A;7206 BR;ZUTPHEN;Antroposofisch
ZUTPHEN;ZUTPHEN;20DH00;Het Stedelijk, Isendoornstraat;ZUTPHEN;Het Stedelijk, scholengroep voor openbaar Lyceum Havo Mavo Vbo Lwoo;Isendoornstraat 3, 7201 NJ ZUTPHEN;Isendoornstraat;3;7201 NJ;ZUTPHEN;Openbaar
ZUTPHEN;ZUTPHEN;20DH06;Het Stedelijk, Wijnhofstraat;ZUTPHEN;Het Stedelijk, scholengroep voor openbaar Lyceum Havo Mavo Vbo Lwoo;Wijnhofstraat 1, 7203 DV ZUTPHEN;Wijnhofstraat;1;7203 DV;ZUTPHEN;Openbaar
ZWARTEWATERLAND;ZWARTSLUIS;02VT01;Agnieten College Zwartsluis;ZWARTEWATERLAND;Agnieten College Zwartsluis voor Lyceum Havo Mavo Vbo Lwoo;Rondweg 2, 8064 PA ZWARTSLUIS;Rondweg;2;8064 PA;ZWARTSLUIS;Protestants-Christelijk
ZWIJNDRECHT;ZWIJNDRECHT;14RR00;DevelsteinCollege;ZWIJNDRECHT;DevelsteinCollege Christelijke Scholengemeenschap voor Voortgezet Onderwijs;Develsingel 5, 3333 LD ZWIJNDRECHT;Develsingel;5;3333 LD;ZWIJNDRECHT;Protestants-Christelijk
ZWIJNDRECHT;ZWIJNDRECHT;14RR01;DevelsteinCollege locatie Loket;ZWIJNDRECHT;DevelsteinCollege Christelijke Scholengemeenschap voor Voortgezet Onderwijs;Laurensvliet 2-R, 3331 HW ZWIJNDRECHT;Laurensvliet;2-R;3331 HW;ZWIJNDRECHT;Protestants-Christelijk
ZWIJNDRECHT;ZWIJNDRECHT;18TR02;Walburg College Zwijndrecht;ZWIJNDRECHT;Onderwijsgroep Zuid-Hollandse Waarden locatie Walburg Zwijndrecht;Norderstedtplein 6, 3332 GK ZWIJNDRECHT;Norderstedtplein;6;3332 GK;ZWIJNDRECHT;Openbaar
ZWIJNDRECHT;ZWIJNDRECHT;18TR03;Walburg College locatie Loket;ZWIJNDRECHT;Onderwijsgroep Zuid-Hollandse Waarden locatie LOC@ Walburg;Laurensvliet 2, 3331 HW ZWIJNDRECHT;Laurensvliet;2;3331 HW;ZWIJNDRECHT;Openbaar
ZWOLLE;ZWOLLE;01AA57;Thomas a Kempis College;ZWOLLE;Landstede loc. Thomas a Kempis Beroepscollege;Schuurmanstraat 1, 8011 KC ZWOLLE;Schuurmanstraat;1;8011 KC;ZWOLLE;Samenwerking PC, RK
ZWOLLE;ZWOLLE;01AA58;TalentStad Beroepscollege;ZWOLLE;Landstede loc. TalentStad Beroepscollege;Blaloweg 1, 8041 AH ZWOLLE;Blaloweg;1;8041 AH;ZWOLLE;Samenwerking PC, RK
ZWOLLE;ZWOLLE;01AA59;JenaXL ;ZWOLLE;Landstede loc. JenaXL;Gelijkheid 3, 8014 XC ZWOLLE;Gelijkheid;3;8014 XC;ZWOLLE;Samenwerking PC, RK
ZWOLLE;ZWOLLE;01AA61;Centre for Sports & Education;ZWOLLE;Landstede loc. Centre for Sports & Education;Boerendanserdijk 2-A, 8024 AH ZWOLLE;Boerendanserdijk;2-A;8024 AH;ZWOLLE;Samenwerking PC, RK
ZWOLLE;ZWOLLE;02VT00;Agnieten College;ZWOLLE;Agnieten College voor Lyceum Havo Mavo Vbo Lwoo;Prinses Julianastraat 66, 8019 AX ZWOLLE;Prinses Julianastraat;66;8019 AX;ZWOLLE;Protestants-Christelijk
ZWOLLE;ZWOLLE;02VT02;Agnieten College locatie Talentstad;ZWOLLE;Agnieten College locatie Talentstad voor Lyceum Havo Mavo Vbo Lwoo;Blaloweg 1, 8041 AH ZWOLLE;Blaloweg;1;8041 AH;ZWOLLE;Protestants-Christelijk
ZWOLLE;ZWOLLE;02VT05;Agnieten College Meander;ZWOLLE;Agnieten College locatie Meander voor Lyceum Havo Mavo Vbo Lwoo;Dobbe 37, 8032 JW ZWOLLE;Dobbe;37;8032 JW;ZWOLLE;Protestants-Christelijk
ZWOLLE;ZWOLLE;13US00;AOC De Groene Welle;ZWOLLE;Agrarisch Opleidingen Centrum De Groene Welle;Koggelaan 7, 8017 JN ZWOLLE;Koggelaan;7;8017 JN;ZWOLLE;Algemeen bijzonder
ZWOLLE;ZWOLLE;17BZ00;Van Der Capellen;ZWOLLE;Scholengemeenschap van de Capellen voor ATH HAVO MAVO VBO LWOO;Lassuslaan 230, 8031 XM ZWOLLE;Lassuslaan;230;8031 XM;ZWOLLE;Openbaar
ZWOLLE;ZWOLLE;17VS00;Greijdanus College;ZWOLLE;Prof dr S Greijdanus College voor Vwo Havo Mavo Vbo Lwoo;Campus 5, 8017 CB ZWOLLE;Campus;5;8017 CB;ZWOLLE;Gereformeerd
ZWOLLE;ZWOLLE;20CF00;Gymnasium Celeanum;ZWOLLE;Gymnasium Celeanum;Zoom 37, 8032 EM ZWOLLE;Zoom;37;8032 EM;ZWOLLE;Openbaar
ZWOLLE;ZWOLLE;20DB00;Thorbecke SGM;ZWOLLE;Thorbecke Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;Dokter van Heesweg 1, 8025 AB ZWOLLE;Dokter van Heesweg;1;8025 AB;ZWOLLE;Openbaar
ZWOLLE;ZWOLLE;20DB03;Thorbecke vmbo-pro;ZWOLLE;Thorbecke Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;Russenweg 3, 8041 AL ZWOLLE;Russenweg;3;8041 AL;ZWOLLE;Openbaar
