BRINNUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;GEMEENTENUMMER VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;TOTAAL LEERLINGEN;AANTAL ZITTENBLIJVERS;AANTAL AFSTROMERS;AANTAL OPSTROMERS;PERCENTAGE ZITTENBLIJVERS;PERCENTAGE AFSTROMERS;PERCENTAGE OPSTROMERS
05PL;0;Ds. Pierson College voor Mavo Havo Atheneum;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;1.649;83;41;81;5,03;2,49;4,91
05RA;0;Veenlanden College PC SGM v Mavo Havo Atheneum;MIJDRECHT;736;DE RONDE VENEN;Utrecht;1.429;98;44;186;6,86;3,08;13,02
05RA;1;Veenlanden College PC SGM v Mavo Havo Atheneum;VINKEVEEN;736;DE RONDE VENEN;Utrecht;354;13;15;64;3,67;4,24;18,08
05TA;0;Christelijke Scholengemeenschap voor Atheneum Havo Mavo Willem De Zwijger;SCHOONHOVEN;1931;KRIMPENERWAARD;Zuid-Holland;1.073;49;10;74;4,57;0,93;6,9
05XJ;0;Het Lyceum Rotterdam voor Vwo en Havo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;555;51;22;4;9,19;3,96;0,72
06HF;0;Udens College voor Lyceum Havo Mavo Vbo Lwoo;UDEN;856;UDEN;Noord-Brabant;1.505;65;50;20;4,32;3,32;1,33
06HF;2;Udens College voor Lyceum Havo Mavo Vbo Lwoo;UDEN;856;UDEN;Noord-Brabant;1.511;31;25;57;2,05;1,65;3,77
06SU;0;Ichthus College Scholengemeenschap voor Atheneum Havo Mavo;VEENENDAAL;345;VEENENDAAL;Utrecht;2.037;84;72;68;4,12;3,53;3,34
06WY;0;Griendencollege voor VMBO;SLIEDRECHT;610;SLIEDRECHT;Zuid-Holland;339;6;1;3;1,77;0,29;0,88
06XL;0;Markland College Oudenbosch Katholieke SGM voor Gymn Ath Havo Mavo Vmbo Pro;OUDENBOSCH;1655;HALDERBERGE;Noord-Brabant;1.241;55;18;71;4,43;1,45;5,72
07BQ;0;HAVO van de Trevianum Scholengroep;SITTARD;1883;SITTARD-GELEEN;Limburg;1.278;115;52;31;9;4,07;2,43
07FH;0;Mendel College Interconfessionele Scholengemeenschap Voor Mavo Havo Vwo;HAARLEM;392;HAARLEM;Noord-Holland;1.786;99;42;46;5,54;2,35;2,58
07KP;0;Vakcollege Maarsbergen voor Mavo Vbo;MAARSBERGEN;1581;UTRECHTSE HEUVELRUG;Utrecht;420;6;4;32;1,43;0,95;7,62
07MU;0;Rodenborch-College voor Atheneum Havo Mavo;ROSMALEN;796;S HERTOGENBOSCH;Noord-Brabant;1.495;88;28;71;5,89;1,87;4,75
07PK;0;Arentheem College Interconfessionele School voor Atheneum Gymnasium Havo Vmbo;ARNHEM;202;ARNHEM;Gelderland;1.398;89;43;16;6,37;3,08;1,14
07PK;4;Arentheem College Interconfessionele School voor Atheneum Gymnasium Havo Vmbo;VELP GLD;275;RHEDEN;Gelderland;52;44;0;4;84,62;0;7,69
07PK;5;Arentheem College Interconfessionele School voor Gymnasium Atheneum Havo Vmbo;ARNHEM;202;ARNHEM;Gelderland;228;5;1;3;2,19;0,44;1,32
07PK;7;Arentheem College Interconfessionele School voor Atheneum Gymnasium Havo Vmbo;VELP GLD;275;RHEDEN;Gelderland;487;18;12;98;3,7;2,46;20,12
08CU;0;Emmauscollege Rooms Katholieke Scholengemeenschap voor Vwo en Havo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1.731;90;40;24;5,2;2,31;1,39
08LP;0;Isendoorn College voor Mavo Havo en Atheneum;WARNSVELD;301;ZUTPHEN;Gelderland;1.786;84;26;53;4,7;1,46;2,97
08SG;0;Christelijk Voortgezet Onderwijs Apeldoorn voor Gymn Ath Havo Mavo en Vmbo;APELDOORN;200;APELDOORN;Gelderland;1.375;81;55;106;5,89;4;7,71
08SG;1;Chr VO Apeldoorn voor Gymn Ath Havo Mavo en Vmbo, vest. Sprengeloo;APELDOORN;200;APELDOORN;Gelderland;823;14;32;90;1,7;3,89;10,94
08SG;6;Chr VO Apeldoorn voor Gymn Ath Havo Mavo en Vmbo, vest. Christelijk Lyceum;APELDOORN;200;APELDOORN;Gelderland;1.206;77;34;68;6,38;2,82;5,64
08VU;0;Christelijke Scholengemeenschap Willem van Oranje voor ATH HAVO MAVO;OUD-BEIJERLAND;584;OUD-BEIJERLAND;Zuid-Holland;1.435;101;47;14;7,04;3,28;0,98
08VU;2;Christelijke Scholengemeenschap Willem van Oranje voor ATH HAVO MAVO;OUD-BEIJERLAND;584;OUD-BEIJERLAND;Zuid-Holland;495;18;8;58;3,64;1,62;11,72
09VG;0;Onderwijsgroep Tilburg VMBO Reeshof, VMBO LWOO;TILBURG;855;TILBURG;Noord-Brabant;330;2;5;25;0,61;1,52;7,58
10AN;0;Scala College voor Atheneum Havo Vmbo-Loot;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;1.024;9;77;120;0,88;7,52;11,72
10AN;3;Scala College voor Atheneum Havo Vmbo-Loot;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;948;67;11;39;7,07;1,16;4,11
10AN;4;Scala College voor Atheneum Havo Vmbo-Loot;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;415;26;8;0;6,27;1,93;0
10LU;0;Regionale Scholengemeenschap 't Rijks School voor Lyceum Havo Mavo;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;2.668;194;70;115;7,27;2,62;4,31
11NY;0;Regionale Scholengemeenschap Broklede voor Atheneum en Havo;BREUKELEN UT;1904;STICHTSE VECHT;Utrecht;1.337;110;24;13;8,23;1,8;0,97
11UL;1;Agrarisch Opleidingen Centrum Holland Zeeland;GOES;664;GOES;Zeeland;273;11;6;7;4,03;2,2;2,56
11UL;2;Agrarisch Opleidingen Centrum Holland Zeeland;SOMMELSDIJK;1924;GOEREE-OVERFLAKKEE;Zuid-Holland;122;3;2;10;2,46;1,64;8,2
11UL;3;Agrarisch Opleidingen Centrum Edudelta Onderwijsgroep;BARENDRECHT;489;BARENDRECHT;Zuid-Holland;356;14;11;5;3,93;3,09;1,4
11ZH;0;Scholengemeenschap Maerlant College voor Lyceum Havo Mavo Vbo Lwoo;BRIELLE;501;BRIELLE;Zuid-Holland;1.332;60;66;54;4,5;4,95;4,05
12IR;0;Scholengemeenschap de Nieuwe Veste voor Lyceum Havo Mavo Vbo Lwoo;COEVORDEN;109;COEVORDEN;Drenthe;1.635;107;68;31;6,54;4,16;1,9
12IR;5;Scholengemeenschap de Nieuwe Veste voor Lyceum Havo Mavo Vbo Lwoo;HARDENBERG;160;HARDENBERG;Overijssel;311;13;3;12;4,18;0,96;3,86
12RB;0;SG Helinium voor Atheneum Havo Mavo Vbo Lwoo;HELLEVOETSLUIS;530;HELLEVOETSLUIS;Zuid-Holland;1.337;49;27;38;3,66;2,02;2,84
12VI;1;Nordwin College;BUITENPOST;59;ACHTKARSPELEN;Friesland;369;11;8;23;2,98;2,17;6,23
12VI;2;Nordwin College;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;515;14;9;7;2,72;1,75;1,36
12VI;8;Nordwin College;HEERENVEEN;74;HEERENVEEN;Friesland;363;9;17;32;2,48;4,68;8,82
12VI;13;Nordwin College;LEEUWARDEN;80;LEEUWARDEN;Friesland;592;10;12;21;1,69;2,03;3,55
13EE;0;Regionale Scholengemeenschap Enkhuizen voor MAVO HAVO VWO;ENKHUIZEN;388;ENKHUIZEN;Noord-Holland;1.635;142;39;208;8,69;2,39;12,72
13JO;0;Rsgm Noord Oost Veluwe Ath Havo Mavo Vbo Lwoo;EPE;232;EPE;Gelderland;1.107;50;14;37;4,52;1,26;3,34
13OR;0;Pontes voor Lyceum Atheneum Havo Mavo Vbo Pro en Lwoo;GOES;664;GOES;Zeeland;1.608;108;36;180;6,72;2,24;11,19
13OR;1;Pontes voor Lyceum Atheneum Havo Mavo Vbo Pro en Lwoo;GOES;664;GOES;Zeeland;468;6;4;1;1,28;0,85;0,21
13OR;3;Pontes voor Lyceum Atheneum Havo Mavo Vbo Pro en Lwoo;ZIERIKZEE;1676;SCHOUWEN-DUIVELAND;Zeeland;1.090;59;7;87;5,41;0,64;7,98
13PE;0;Varendonck College voor Atheneum Gymnasium Havo Vmbo Lwoo Pro;ASTEN;743;ASTEN;Noord-Brabant;1.104;77;20;17;6,97;1,81;1,54
13PE;1;Varendonck College voor Atheneum Gymnasium Havo Vmbo Lwoo Pro;SOMEREN;847;SOMEREN;Noord-Brabant;860;35;10;36;4,07;1,16;4,19
13US;0;Agrarisch Opleidingen Centrum De Groene Welle;ZWOLLE;193;ZWOLLE;Overijssel;470;5;11;42;1,06;2,34;8,94
13WH;0;De Goudse Scholengemeenschap voor VMBO-TL, HAVO en VWO Leo Vroman;GOUDA;513;GOUDA;Zuid-Holland;1.570;112;90;144;7,13;5,73;9,17
13ZU;0;Reitdiepcollege voor Atheneum Havo Mavo Vbo Lwoo;GRONINGEN;14;GRONINGEN;Groningen;878;45;65;53;5,13;7,4;6,04
13ZU;2;Reitdiepcollege voor Atheneum Havo Mavo Vbo Lwoo;GRONINGEN;14;GRONINGEN;Groningen;636;13;18;27;2,04;2,83;4,25
13ZU;3;Reitdiepcollege voor Atheneum Havo Mavo Vbo Lwoo;GRONINGEN;14;GRONINGEN;Groningen;97;20;4;3;20,62;4,12;3,09
14DC;0;RSG Simon Vestdijk voor Ath Havo Mavo Vbo;HARLINGEN;72;HARLINGEN;Friesland;1.049;57;40;23;5,43;3,81;2,19
14DC;2;RSG Simon Vestdijk voor Ath Havo Mavo Vbo;FRANEKER;70;FRANEKERADEEL;Friesland;197;3;5;3;1,52;2,54;1,52
14DC;4;RSG Simon Vestdijk voor Ath Havo Mavo Vbo;HARLINGEN;72;HARLINGEN;Friesland;117;1;3;0;0,85;2,56;0
14FW;0;Openbare Scholengroep  voor VMBO, Havo, Atheneum en Gymnasium;HEERENVEEN;74;HEERENVEEN;Friesland;1.169;146;44;7;12,49;3,76;0,6
14FW;1;Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo;HEERENVEEN;74;HEERENVEEN;Friesland;681;4;40;87;0,59;5,87;12,78
14FW;2;Openbare Scholengemeenschap Sevenwolden locatie VMBO-Plein;HEERENVEEN;74;HEERENVEEN;Friesland;352;30;3;15;8,52;0,85;4,26
14FW;4;Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo;JOURE;1940;DE FRYSKE MARREN;Friesland;311;4;9;39;1,29;2,89;12,54
14FW;5;Openbare Scholengemeenschap Sevenwolden voor Lyc Havo Mavo Vbo;GROU;80;LEEUWARDEN;Friesland;212;2;4;22;0,94;1,89;10,38
14LF;0;Jan van Brabant College vestiging Molenstraat;HELMOND;794;HELMOND;Noord-Brabant;1.088;90;37;39;8,27;3,4;3,58
14NQ;0;Dominicus Mavo/Havo/Atheneum/Gymnasium;NIJMEGEN;268;NIJMEGEN;Gelderland;1.084;108;32;6;9,96;2,95;0,55
14NS;0;Christelijke Scholengemeenschap A.M. van Schurman voor Havo Mavo Vbo;FRANEKER;70;FRANEKERADEEL;Friesland;1.201;32;7;117;2,66;0,58;9,74
14OY;0;Gerrit Rietveld College;UTRECHT;344;UTRECHT;Utrecht;1.176;28;35;40;2,38;2,98;3,4
14PS;0;Bisschop College Broekhin voor Lyceum Havo Mavo Vbo;ROERMOND;957;ROERMOND;Limburg;1.606;99;24;132;6,16;1,49;8,22
14PS;2;Bisschop College Broekhin voor Lyceum Havo Mavo Vbo;SWALMEN;957;ROERMOND;Limburg;250;7;4;9;2,8;1,6;3,6
14PS;3;Bisschop College Broekhin voor Lyceum Havo Mavo Vbo;REUVER;889;BEESEL;Limburg;314;9;3;22;2,87;0,96;7,01
14QT;0;Marnix Gymnasium;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;648;37;10;0;5,71;1,54;0
14RC;0;Meerwegen College;AMERSFOORT;307;AMERSFOORT;Utrecht;1.282;87;37;54;6,79;2,89;4,21
14RC;3;Meerwegen College vestiging Farel locatie Bunschoten;BUNSCHOTEN-SPAKENBURG;313;BUNSCHOTEN;Utrecht;444;9;6;23;2,03;1,35;5,18
14RC;4;Meerwegen College vestiging Corderius;AMERSFOORT;307;AMERSFOORT;Utrecht;1.720;76;44;72;4,42;2,56;4,19
14RC;6;Meerwegen College vestiging Keistad;AMERSFOORT;307;AMERSFOORT;Utrecht;716;52;18;63;7,26;2,51;8,8
14RF;0;Scholengemeenschap ZAAM Oost voor Vwo  Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;963;76;32;2;7,89;3,32;0,21
14RF;3;Scholengemeenschap ZAAM  Oost voor Vwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;547;14;8;55;2,56;1,46;10,05
14RF;4;Scholengemeenschap ZAAM  Oost voor Vwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;476;17;18;5;3,57;3,78;1,05
14RF;6;Scholengemeenschap ZAAM  Oost voor Vwo Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;783;38;9;0;4,85;1,15;0
14RF;8;Scholengemeenschap Oost/Zuidoost voor Lyceum Havo Mavo Vbo Lwoo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;245;14;12;0;5,71;4,9;0
14RL;0;Voorgezet Onderwijs van Amsterdam voor Vbo, Lwoo en Praktijkonderwijs;AMSTERDAM;363;AMSTERDAM;Noord-Holland;229;3;7;2;1,31;3,06;0,87
14RL;2;Voorgezet Onderwijs van Amsterdam voor Vbo, Lwoo en Praktijkonderwijs;AMSTERDAM;363;AMSTERDAM;Noord-Holland;50;0;0;0;0;0;0
14RL;3;Voortgezet Onderwijs van Amsterdam voor Vbo, Lwoo en Praktijkonderwijs;AMSTERDAM;363;AMSTERDAM;Noord-Holland;183;1;4;6;0,55;2,19;3,28
14RL;6;Voortgezet Onderwijs van Amsterdam voor Vbo, Lwoo en Praktijkonderwijs;AMSTERDAM;363;AMSTERDAM;Noord-Holland;13;0;0;0;0;0;0
14RL;7;Voortgezet Onderwijs van Amsterdam voor Vbo Lwoo en Praktijkonderwijs;AMSTERDAM;363;AMSTERDAM;Noord-Holland;77;0;0;0;0;0;0
14RP;0;Christelijke Scholengemeenschap Groningen Vmbo Havo Atheneum;GRONINGEN;14;GRONINGEN;Groningen;795;61;16;114;7,67;2,01;14,34
14RP;1;Christelijke Scholengemeenschap Groningen - locatie Augustinus;GRONINGEN;14;GRONINGEN;Groningen;1.158;58;12;174;5,01;1,04;15,03
14RP;2;Christelijke Scholengemeenschap Groningen - locatie Kluiverboom;GRONINGEN;14;GRONINGEN;Groningen;211;7;0;0;3,32;0;0
14RP;3;Christelijke Scholengemeenschap Groningen - locatie Diamantlaan;GRONINGEN;14;GRONINGEN;Groningen;479;35;1;8;7,31;0,21;1,67
14RP;4;Christelijke Scholengemeenschap Groningen - locatie Winsum;WINSUM GN;53;WINSUM;Groningen;215;7;3;13;3,26;1,4;6,05
14RP;5;Christelijke Scholengemeenschap Groningen - locatie Rehoboth;HOOGEZAND;18;HOOGEZAND-SAPPEMEER;Groningen;273;15;6;3;5,49;2,2;1,1
14RR;0;DevelsteinCollege Christelijke Scholengemeenschap voor Voortgezet Onderwijs;ZWIJNDRECHT;642;ZWIJNDRECHT;Zuid-Holland;1.515;68;65;47;4,49;4,29;3,1
14RR;1;DevelsteinCollege Christelijke Scholengemeenschap voor Voortgezet Onderwijs;ZWIJNDRECHT;642;ZWIJNDRECHT;Zuid-Holland;386;14;20;19;3,63;5,18;4,92
14SE;0;Scholengemeenschap Sint Nicolaas Lyceum voor Lyceum en Havo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1.205;98;69;8;8,13;5,73;0,66
14SF;0;Christelijke Scholengemeenschap De Goudse Waarden Lyc Havo Mavo Vbo Lwoo Pro;GOUDA;513;GOUDA;Zuid-Holland;461;17;7;29;3,69;1,52;6,29
14SF;1;Christelijke Scholengemeenschap De Goudse Waarden Lyc Havo Mavo Vbo Lwoo Pro;GOUDA;513;GOUDA;Zuid-Holland;1.493;85;48;170;5,69;3,22;11,39
14SF;3;Christelijke Scholengemeenschap De Goudse Waarden Lyc Havo Mavo Vbo Lwoo Pro;GOUDA;513;GOUDA;Zuid-Holland;445;28;5;20;6,29;1,12;4,49
14SM;0;Gooise Scholenfederatie vwo, havo, vmbo;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1.266;46;24;14;3,63;1,9;1,11
14SM;2;Gooise Scholenfederatie, vwo, havo, vmbo, locatie De Fontein;BUSSUM;1942;GOOISE MEREN;Noord-Holland;397;18;6;50;4,53;1,51;12,59
14SM;3;Gooise Scholenfederatie, vwo, havo, vmbo, locatie SG Huizermaat;HUIZEN;406;HUIZEN;Noord-Holland;1.135;40;23;54;3,52;2,03;4,76
14SM;4;Gooise Scholenfederatie, vwo, havo, vmbo, locatie A. Roland Holst College;HILVERSUM;402;HILVERSUM;Noord-Holland;870;41;15;50;4,71;1,72;5,75
14SM;5;Gooise Scholenfederatie, vwo, havo, vmbo, locatie College De Brink;LAREN NH;417;LAREN;Noord-Holland;933;7;45;45;0,75;4,82;4,82
14SM;13;Gooise Scholenfederatie, vwo, havo, vmbo, locatie A. Roland Holst College;HILVERSUM;402;HILVERSUM;Noord-Holland;634;31;5;56;4,89;0,79;8,83
14SM;14;Gooise Scholenfederatie, vwo, havo, vmbo, locatie ISK Het Gooi;LAREN NH;417;LAREN;Noord-Holland;71;20;0;8;28,17;0;11,27
14SW;0;Roncalli Scholengemeenschap voor Ath Havo Mavo;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;1.232;73;46;136;5,93;3,73;11,04
14SZ;0;Newmancollege Rooms Katholieke Scholengemeenschap voor Vwo Havo Mavo;BREDA;758;BREDA;Noord-Brabant;1.383;77;92;163;5,57;6,65;11,79
14TA;0;Christelijk Lyceum Zandvliet voor Lyceum en Havo;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;807;56;37;5;6,94;4,58;0,62
14TD;0;Het Rijnlands Sassenheim Scholengemeenschap voor Atheneum Havo Mavo;SASSENHEIM;1525;TEYLINGEN;Zuid-Holland;1.322;62;35;161;4,69;2,65;12,18
14UM;0;Almende College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo;SILVOLDE;1509;OUDE IJSSELSTREEK;Gelderland;1.050;89;24;2;8,48;2,29;0,19
14UM;1;Almende College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo;SILVOLDE;1509;OUDE IJSSELSTREEK;Gelderland;522;25;4;48;4,79;0,77;9,2
14UM;2;Almende College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo;ULFT;1509;OUDE IJSSELSTREEK;Gelderland;825;10;8;28;1,21;0,97;3,39
14VG;0;Alkwin Kollege Rooms Katholieke Scholengemeenschap voor Vwo en Havo;UITHOORN;451;UITHOORN;Noord-Holland;1.512;94;27;11;6,22;1,79;0,73
14VY;0;Chr Sgm Buitenveldert v Gymn Ath Havo en Mavo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;843;98;3;102;11,63;0,36;12,1
14WE;0;S. Adelbert College voor Lyceum Havo en Mavo;WASSENAAR;629;WASSENAAR;Zuid-Holland;1.293;111;48;132;8,58;3,71;10,21
14WI;0;Christelijk Gymnasium Beyers Naude;LEEUWARDEN;80;LEEUWARDEN;Friesland;508;23;11;0;4,53;2,17;0
14WJ;0;Het Vlietland College Scholengemeenschap voor Vwo Havo Mavo;LEIDEN;546;LEIDEN;Zuid-Holland;1.002;38;29;176;3,79;2,89;17,56
14WL;0;Krimpenerwaard College voor Lyceum Havo Mavo;KRIMPEN AAN DEN IJSSEL;542;KRIMPEN AAN DEN IJSSEL;Zuid-Holland;1.099;84;32;163;7,64;2,91;14,83
14YD;3;Lentiz locatie Floracollege;NAALDWIJK;1783;WESTLAND;Zuid-Holland;867;13;7;8;1,5;0,81;0,92
14YD;6;Lentiz locatie Maaslandcollege;MAASLAND;1842;MIDDEN-DELFLAND;Zuid-Holland;537;9;10;4;1,68;1,86;0,74
14YD;9;Lentiz locatie Dalton Mavo;NAALDWIJK;1783;WESTLAND;Zuid-Holland;801;9;3;35;1,12;0,37;4,37
15BH;0;Chr Scholengemeenschap Groene Hart;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;754;23;3;69;3,05;0,4;9,15
15BH;1;Chr Scholengemeenschap Groene Hart Lyceum voor Lyceum Havo Mavo Vbo Lwoo;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;1.308;81;44;8;6,19;3,36;0,61
15BH;4;Chr Scholengemeenschap Groene Hart vestiging Rijnwoude;HAZERSWOUDE-DORP;484;ALPHEN AAN DEN RIJN;Zuid-Holland;354;14;19;57;3,95;5,37;16,1
15BH;5;Chr Scholengemeenschap Groene Hart vestiging Topmavo;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;715;20;21;56;2,8;2,94;7,83
15BS;0;Sondervick College RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;VELDHOVEN;861;VELDHOVEN;Noord-Brabant;2.293;162;126;92;7,06;5,49;4,01
15EO;0;Openbare Scholengemeenschap Libanon Lyceum voor VWO HAVO MAVO;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;614;43;2;24;7;0,33;3,91
15EO;1;Openbare Scholengemeenschap Libanon Lyceum voor VWO HAVO MAVOHavo Mavo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;754;7;29;23;0,93;3,85;3,05
15HX;0;Thorbecke Voortgezet Onderwijs voor Atheneum Havo Mavo Vbo Lwoo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;731;102;25;12;13,95;3,42;1,64
15HX;2;Thorbecke Voortgezet Onderwijs voor Atheneum Havo Mavo Vbo Lwoo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;455;15;0;8;3,3;0;1,76
15HX;3;Thorbecke Voortgezet Onderwijs voor Atheneum Havo Mavo Vbo Lwoo;NIEUWERKERK AD IJSSEL;1892;ZUIDPLAS;Zuid-Holland;383;22;11;26;5,74;2,87;6,79
15HX;7;Thorbecke Voortgezet Onderwijs voor Atheneum Havo Mavo Vbo Lwoo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;275;61;8;6;22,18;2,91;2,18
15JM;0;Utrechts Stedelijk Gymnasium, openbare school voor vwo;UTRECHT;344;UTRECHT;Utrecht;869;27;0;0;3,11;0;0
15KR;0;Wolfert van Borselen scholengroep;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1.139;83;27;8;7,29;2,37;0,7
15KR;5;Wolfert van Borselen Scholengroep;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;771;64;26;45;8,3;3,37;5,84
15KR;6;Wolfert van Borselen Scholengroep;BERGSCHENHOEK;1621;LANSINGERLAND;Zuid-Holland;905;58;38;3;6,41;4,2;0,33
15KR;9;Wolfert van Borselen Scholengroep;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;109;59;0;27;54,13;0;24,77
15KR;10;Wolfert van Borselen Scholengroep;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;554;51;30;48;9,21;5,42;8,66
15KR;11;Wolfert van Borselen Scholengroep;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;277;21;0;39;7,58;0;14,08
15KR;12;Wolfert van Borselen Scholengroep;BERGSCHENHOEK;1621;LANSINGERLAND;Zuid-Holland;503;19;4;3;3,78;0,8;0,6
15OM;0;Het Schoonhovens College;SCHOONHOVEN;1931;KRIMPENERWAARD;Zuid-Holland;957;58;35;27;6,06;3,66;2,82
15OM;1;Het Schoonhovens College;SCHOONHOVEN;1931;KRIMPENERWAARD;Zuid-Holland;543;11;1;8;2,03;0,18;1,47
15QW;0;Regionale Scholengemeenschap Goeree-Overflakkee voor Vwo Havo Mavo Vmbo;MIDDELHARNIS;1924;GOEREE-OVERFLAKKEE;Zuid-Holland;1.080;39;11;136;3,61;1,02;12,59
15SC;0;Erasmianum Gemeente Gymnasium;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1.174;40;5;0;3,41;0,43;0
15VQ;0;Stellingwerf College;OOSTERWOLDE FR;85;OOSTSTELLINGWERF;Friesland;1.481;86;28;66;5,81;1,89;4,46
15XV;0;Regionale Scholengemeenschap Hoeksche Waard;OUD-BEIJERLAND;584;OUD-BEIJERLAND;Zuid-Holland;1.157;100;52;36;8,64;4,49;3,11
15XV;1;Regionale Scholengemeenschap Hoeksche Waard;OUD-BEIJERLAND;584;OUD-BEIJERLAND;Zuid-Holland;532;10;13;16;1,88;2,44;3,01
16AW;0;Openbare Scholengemeenschap Echnaton;ALMERE;34;ALMERE;Flevoland;1.330;56;30;44;4,21;2,26;3,31
16AW;1;Openbare Scholengemeenschap Echnaton locatie Helen Parkhurst;ALMERE;34;ALMERE;Flevoland;1.776;163;48;30;9,18;2,7;1,69
16AW;6;Openbare Scholengemeenschap Echnaton;ALMERE;34;ALMERE;Flevoland;119;44;0;6;36,97;0;5,04
16CX;0;Regius College Schagen voor Gym, Ath, Havo, Vmbo tl, Vmbo basis/kader;SCHAGEN;441;SCHAGEN;Noord-Holland;1.571;95;86;48;6,05;5,47;3,06
16CX;4;Regius College Schagen voor Gym, Ath, Havo, Vmbotl. Vmbo basis/kader;SCHAGEN;441;SCHAGEN;Noord-Holland;640;12;4;41;1,88;0,63;6,41
16CX;8;Regius College Schagen voor Gym, Havo, Vmbo tl, Vmbo basis/kader;SCHAGEN;441;SCHAGEN;Noord-Holland;745;38;25;52;5,1;3,36;6,98
16CX;9;Regius College Schagen voor Gym, Havo, Vmbo tl, VMBO basis/kader;SCHAGEN;441;SCHAGEN;Noord-Holland;156;1;0;16;0,64;0;10,26
16EI;0;Lyceum Schravenlant voor Atheneum en Havo;SCHIEDAM;606;SCHIEDAM;Zuid-Holland;552;51;44;2;9,24;7,97;0,36
16FP;0;Regionale Scholengemeenschap Magister Alvinus voor Vwo Havo Mavo Vbo;SNEEK;1900;SUDWEST-FRYSLAN;Friesland;2.041;138;66;71;6,76;3,23;3,48
16GZ;0;Regionale Scholengemeenschap Tromp Meesters voor Lyc Havo Mavo Vbo Lwoo;STEENWIJK;1708;STEENWIJKERLAND;Overijssel;1.344;100;56;110;7,44;4,17;8,18
16GZ;1;Regionale Scholengemeenschap Tromp Meesters voor Lyc Havo mavo Vbo Lwoo;STEENWIJK;1708;STEENWIJKERLAND;Overijssel;153;3;2;27;1,96;1,31;17,65
16IH;0;Regionale Scholengemeenschap Ter Apel voor Ath Havo Mavo Lhno;TER APEL;48;VLAGTWEDDE;Groningen;1.124;50;34;71;4,45;3,02;6,32
16IH;3;Regionale Scholengemeenschap Ter Apel voor Ath Havo Mavo Lhno;TER APEL;48;VLAGTWEDDE;Groningen;157;77;0;5;49,04;0;3,18
16JO;0;Stedelijke Scholengemeenschap De Rede voor Lyc Havo Mavo Vbo Lwoo;TERNEUZEN;715;TERNEUZEN;Zeeland;1.095;50;17;96;4,57;1,55;8,77
16KP;0;Openbare Scholengemeensschap Texel voor Ath Havo Mavo Vbo Lwoo;DEN BURG;448;TEXEL;Noord-Holland;949;72;14;70;7,59;1,48;7,38
16MQ;0;Koning Willem II College voor Lyc Havo Mavo;TILBURG;855;TILBURG;Noord-Brabant;1.712;120;45;211;7,01;2,63;12,32
